22,forward,four
14,off,up
13,follow,four
13,tree,three
12,on,five
11,visual,zero
10,go,no
10,three,eight
10,three,tree
10,wow,one
9,forward,follow
9,four,forward
9,no,go
9,on,off
9,two,go
